user_id,location,duration,budget,mood,preferences,poi_name,rating
11134,Darjeeling,5,low,Busy,"urban hotspots,history,architecture",Tiger Hill,4
11135,Pondicherry,5,medium,Romantic,"spiritual,art,food",Aurobindo Ashram,4
11136,Sikkim,6,high,Cultural,"art,history,entertainment",Rumtek Monastery,3
11137,Kolkata,7,high,Relaxed,"temples,urban hotspots",Victoria Memorial,5
11138,Pushkar,13,high,Foodie,spiritual,Pushkar Lake,3
11139,Mumbai,4,high,Busy,"adventure,art,history",Siddhivinayak Temple,5
11140,Goa,9,medium,Relaxed,art,Fort Aguada,3
11141,Bodhgaya,11,high,Foodie,art,Great Buddha Statue,3
11142,Kolkata,6,medium,Adventure,"urban hotspots,art",Howrah Bridge,3
11143,Hyderabad,3,medium,Adventure,"adventure,beaches",Charminar,4
11144,Bodhgaya,3,high,Adventure,"urban hotspots,wildlife",Bodhi Tree,4
11145,Manali,3,low,Aesthetic,"wildlife,temples",Jogini Falls,5
11146,Pondicherry,12,medium,Relaxed,adventure,Paradise Beach,3
11147,Mumbai,8,high,Cultural,history,Gateway of India,3
11148,Mumbai,12,high,Foodie,"architecture,beaches,temples",Chhatrapati Shivaji Terminus,4
11149,Andaman,9,low,Relaxed,wildlife,Ross Island,5
11150,Agra,12,high,Cultural,"urban hotspots,art",Fatehpur Sikri,4
11151,Bangalore,3,medium,Aesthetic,"architecture,wildlife",Bangalore Palace,5
11152,Bangalore,6,low,Foodie,urban hotspots,ISKCON Temple,4
11153,Agra,6,low,Aesthetic,spiritual,Fatehpur Sikri,4
11154,Agra,6,medium,Busy,"temples,urban hotspots",Fatehpur Sikri,4
11155,Mysore,4,low,Romantic,"entertainment,food,beaches",Mysore Palace,3
11156,Jaipur,12,low,Cultural,"temples,food",City Palace,4
11157,Udaipur,3,low,Luxury,"architecture,wildlife,art",Saheliyon ki Bari,3
11158,Delhi,4,low,Romantic,"adventure,architecture,nature",India Gate,4
11159,Andaman,7,high,Cultural,urban hotspots,Havelock Island,3
11160,Delhi,11,medium,Luxury,"wildlife,nature,food",Humayun's Tomb,5
11161,Darjeeling,3,high,Busy,"history,entertainment",Peace Pagoda,4
11162,Darjeeling,12,low,Luxury,"entertainment,temples,shopping",Peace Pagoda,5
11163,Leh,10,high,Aesthetic,"spiritual,shopping,nature",Leh Palace,3
11164,Agra,6,high,Romantic,entertainment,Itmad-ud-Daulah,5
11165,Pushkar,12,high,Aesthetic,"nature,shopping,adventure",Pushkar Lake,3
11166,Pushkar,5,low,Relaxed,art,Brahma Temple,3
11167,Kerala,5,medium,Luxury,"architecture,art",Kovalam Beach,5
11168,Sikkim,14,high,Relaxed,history,Enchey Monastery,4
11169,Varanasi,11,medium,Relaxed,"beaches,wildlife",Ramnagar Fort,5
11170,Mysore,5,medium,Relaxed,adventure,Mysore Palace,4
11171,Kolkata,8,low,Aesthetic,"beaches,entertainment",Indian Museum,5
11172,Goa,8,low,Romantic,"urban hotspots,art",Baga Beach,4
11173,Leh,3,medium,Aesthetic,"entertainment,shopping,architecture",Leh Palace,5
11174,Mysore,9,medium,Luxury,"temples,history",Mysore Palace,5
11175,Mysore,11,medium,Relaxed,beaches,Chamundi Hill,4
11176,Hampi,11,medium,Busy,"shopping,entertainment,history",Hampi Bazaar,5
11177,Mumbai,3,high,Adventure,"beaches,entertainment",Elephanta Caves,5
11178,Hyderabad,12,medium,Foodie,urban hotspots,Hussain Sagar Lake,4
11179,Hampi,6,medium,Adventure,"architecture,shopping,food",Vijaya Vittala Temple,5
11180,Shimla,12,high,Aesthetic,"nature,architecture",Christ Church,3
11181,Pondicherry,4,low,Relaxed,"temples,art,architecture",Promenade Beach,5
11182,Udaipur,13,high,Luxury,food,City Palace,5
11183,Amritsar,10,high,Foodie,wildlife,Golden Temple,3
11184,Andaman,13,medium,Foodie,"history,wildlife",Havelock Island,3
11185,Kerala,3,medium,Relaxed,"nature,beaches,adventure",Kovalam Beach,4
11186,Shimla,2,high,Romantic,architecture,Kufri,4
11187,Mumbai,2,medium,Aesthetic,temples,Elephanta Caves,3
11188,Kolkata,10,high,Adventure,art,Victoria Memorial,5
11189,Hampi,6,high,Relaxed,"urban hotspots,art",Hampi Bazaar,4
11190,Andaman,2,medium,Luxury,"urban hotspots,beaches",Ross Island,3
11191,Coorg,12,medium,Busy,food,Dubare Elephant Camp,3
11192,Delhi,6,high,Aesthetic,"nature,art,beaches",Red Fort,4
11193,Mysore,3,high,Relaxed,"wildlife,urban hotspots,art",Chamundi Hill,4
11194,Pushkar,10,high,Luxury,"wildlife,beaches,entertainment",Pushkar Lake,5
11195,Guwahati,6,high,Luxury,"history,adventure",Saraighat Bridge,4
11196,Pushkar,14,high,Romantic,"entertainment,urban hotspots,art",Pushkar Camel Fair,4
11197,Jaipur,13,low,Aesthetic,"history,architecture",City Palace,4
11198,Bodhgaya,9,high,Busy,nature,Thai Monastery,3
11199,Kolkata,14,medium,Cultural,"food,wildlife",Dakshineswar Kali Temple,5
11200,Jaipur,12,medium,Romantic,food,City Palace,3
11201,Goa,4,low,Aesthetic,"wildlife,history",Fort Aguada,4
11202,Hampi,7,low,Cultural,nature,Matanga Hill,4
11203,Kerala,4,high,Busy,"temples,spiritual,history",Alleppey Backwaters,4
11204,Varanasi,5,high,Romantic,nature,Sarnath,4
11205,Jaipur,11,low,Cultural,"food,wildlife,spiritual",Hawa Mahal,4
11206,Rishikesh,12,low,Luxury,"adventure,shopping",Triveni Ghat,5
11207,Bangalore,10,medium,Aesthetic,spiritual,ISKCON Temple,4
11208,Leh,13,medium,Busy,"art,beaches,entertainment",Nubra Valley,4
11209,Pushkar,3,medium,Foodie,entertainment,Pushkar Lake,5
11210,Pondicherry,3,medium,Foodie,"nature,spiritual",Auroville,5
11211,Mysore,6,medium,Aesthetic,"beaches,urban hotspots",St. Philomena's Church,3
11212,Rishikesh,2,low,Romantic,"architecture,temples",Triveni Ghat,3
11213,Jaipur,9,high,Relaxed,"history,nature,adventure",Amber Fort,3
11214,Agra,9,medium,Aesthetic,"shopping,temples",Itmad-ud-Daulah,5
11215,Rishikesh,6,high,Aesthetic,"shopping,architecture",Beatles Ashram,4
11216,Delhi,13,high,Busy,"adventure,art",India Gate,3
11217,Delhi,8,medium,Adventure,"art,urban hotspots",Qutub Minar,4
11218,Varanasi,6,high,Cultural,urban hotspots,Dashashwamedh Ghat,4
11219,Guwahati,12,low,Romantic,beaches,Umananda Temple,5
11220,Shimla,10,low,Cultural,nature,Jakhoo Temple,3
11221,Guwahati,12,low,Cultural,temples,Umananda Temple,4
11222,Shimla,3,low,Adventure,"urban hotspots,art",Christ Church,5
11223,Coorg,5,high,Busy,"art,entertainment",Madikeri Fort,3
11224,Guwahati,13,medium,Aesthetic,art,Kamakhya Temple,3
11225,Pondicherry,9,high,Adventure,architecture,Aurobindo Ashram,5
11226,Pondicherry,9,medium,Romantic,"adventure,temples,art",Paradise Beach,3
11227,Rishikesh,12,low,Romantic,"beaches,wildlife",Neelkanth Mahadev Temple,4
11228,Kolkata,4,medium,Aesthetic,shopping,Indian Museum,4
11229,Udaipur,14,medium,Luxury,"adventure,urban hotspots,entertainment",Fateh Sagar Lake,5
11230,Hyderabad,8,medium,Cultural,"history,beaches,temples",Salar Jung Museum,4
11231,Hyderabad,12,low,Busy,"wildlife,food",Charminar,3
11232,Varanasi,10,medium,Romantic,"art,shopping,architecture",Kashi Vishwanath Temple,3
11233,Mysore,8,high,Romantic,nature,Rail Museum,5
11234,Leh,7,medium,Adventure,"history,temples,wildlife",Leh Palace,3
11235,Andaman,3,medium,Busy,urban hotspots,Havelock Island,4
11236,Guwahati,13,low,Adventure,"temples,adventure,nature",Pobitora Wildlife Sanctuary,3
11237,Guwahati,9,high,Cultural,architecture,Umananda Temple,5
11238,Varanasi,7,low,Luxury,"art,wildlife",Sarnath,3
11239,Pushkar,3,medium,Foodie,"shopping,temples",Savitri Temple,4
11240,Sikkim,14,high,Busy,temples,MG Marg,3
11241,Jaipur,14,high,Cultural,shopping,Amber Fort,4
11242,Darjeeling,7,low,Cultural,urban hotspots,Tiger Hill,3
11243,Udaipur,2,high,Foodie,"adventure,beaches",City Palace,4
11244,Kolkata,5,high,Cultural,"urban hotspots,temples,wildlife",Howrah Bridge,4
11245,Jaisalmer,3,medium,Adventure,"urban hotspots,beaches",Patwon Ki Haveli,4
11246,Rishikesh,7,high,Foodie,"wildlife,history",Neelkanth Mahadev Temple,3
11247,Pushkar,4,medium,Aesthetic,adventure,Brahma Temple,3
11248,Hampi,12,low,Aesthetic,nature,Lotus Mahal,5
11249,Bangalore,7,high,Cultural,"shopping,food,history",Nandi Hills,5
11250,Jaipur,9,medium,Romantic,wildlife,Jantar Mantar,3
11251,Mysore,9,high,Foodie,"art,shopping",Rail Museum,4
11252,Bodhgaya,5,low,Romantic,"nature,food,architecture",Thai Monastery,3
11253,Andaman,4,medium,Adventure,"shopping,adventure,nature",Radhanagar Beach,4
11254,Chennai,10,medium,Romantic,"wildlife,history,temples",Marina Beach,4
11255,Hampi,10,low,Adventure,food,Matanga Hill,5
11256,Pondicherry,4,high,Adventure,"shopping,beaches,nature",Auroville,5
11257,Kolkata,12,medium,Romantic,beaches,Victoria Memorial,4
11258,Darjeeling,8,medium,Luxury,"spiritual,urban hotspots,architecture",Batasia Loop,4
11259,Hyderabad,5,medium,Romantic,entertainment,Golconda Fort,3
11260,Pondicherry,12,medium,Adventure,entertainment,Paradise Beach,3
11261,Hyderabad,11,medium,Cultural,"history,entertainment,wildlife",Hussain Sagar Lake,4
11262,Guwahati,4,high,Luxury,art,Pobitora Wildlife Sanctuary,4
11263,Kolkata,7,low,Busy,architecture,Dakshineswar Kali Temple,5
11264,Mumbai,8,high,Luxury,"art,architecture,temples",Gateway of India,5
11265,Andaman,12,medium,Luxury,temples,Baratang Island,5
11266,Hyderabad,3,low,Romantic,"food,spiritual",Golconda Fort,4
11267,Jaipur,14,high,Romantic,spiritual,City Palace,5
11268,Rishikesh,12,medium,Romantic,"architecture,urban hotspots,entertainment",Ram Jhula,3
11269,Delhi,9,low,Aesthetic,"shopping,wildlife",Humayun's Tomb,4
11270,Jaipur,2,low,Aesthetic,entertainment,Nahargarh Fort,4
11271,Amritsar,13,low,Relaxed,"art,adventure,shopping",Partition Museum,3
11272,Amritsar,10,medium,Luxury,architecture,Partition Museum,5
11273,Amritsar,3,medium,Luxury,nature,Jallianwala Bagh,5
11274,Delhi,9,high,Aesthetic,"beaches,urban hotspots",India Gate,3
11275,Kolkata,9,medium,Aesthetic,"entertainment,architecture,nature",Howrah Bridge,3
11276,Mysore,8,medium,Foodie,"wildlife,beaches",Rail Museum,3
11277,Darjeeling,13,high,Foodie,"food,adventure",Peace Pagoda,3
11278,Kerala,2,high,Romantic,"beaches,temples,shopping",Munnar,5
11279,Agra,10,medium,Relaxed,"architecture,urban hotspots,shopping",Agra Fort,4
11280,Jaisalmer,11,low,Adventure,"beaches,nature,spiritual",Gadisar Lake,5
11281,Sikkim,12,high,Foodie,"nature,wildlife,spiritual",Enchey Monastery,4
11282,Kolkata,7,low,Luxury,"urban hotspots,entertainment,nature",Dakshineswar Kali Temple,3
11283,Delhi,12,low,Aesthetic,"food,spiritual",Humayun's Tomb,4
11284,Amritsar,3,medium,Luxury,"history,art,wildlife",Partition Museum,3
11285,Varanasi,6,low,Cultural,"adventure,art",Dashashwamedh Ghat,4
11286,Jaipur,14,medium,Adventure,"shopping,wildlife,temples",Amber Fort,4
11287,Shimla,11,medium,Luxury,"beaches,food,urban hotspots",Kufri,4
11288,Kolkata,6,medium,Relaxed,architecture,Howrah Bridge,5
11289,Leh,12,high,Adventure,"history,beaches",Nubra Valley,4
11290,Udaipur,8,low,Busy,"food,architecture",City Palace,5
11291,Udaipur,9,medium,Luxury,"urban hotspots,adventure,beaches",Fateh Sagar Lake,5
11292,Amritsar,11,low,Cultural,"entertainment,art",Wagah Border,4
11293,Darjeeling,4,high,Relaxed,"urban hotspots,nature",Botanical Garden,4
11294,Delhi,9,low,Relaxed,entertainment,Red Fort,4
11295,Coorg,10,low,Adventure,spiritual,Nisargadhama,3
11296,Delhi,8,medium,Busy,beaches,Qutub Minar,3
11297,Guwahati,11,low,Romantic,"urban hotspots,beaches,art",Saraighat Bridge,5
11298,Manali,12,medium,Foodie,"art,history",Old Manali,5
11299,Udaipur,5,low,Adventure,"shopping,art,architecture",Jagdish Temple,3
11300,Andaman,7,medium,Foodie,history,Baratang Island,5
11301,Goa,5,medium,Romantic,"shopping,urban hotspots",Dudhsagar Falls,3
11302,Manali,13,high,Romantic,"adventure,food,spiritual",Old Manali,3
11303,Andaman,8,high,Busy,"temples,art,spiritual",Radhanagar Beach,5
11304,Leh,9,low,Aesthetic,"entertainment,shopping,food",Shanti Stupa,3
11305,Chennai,3,low,Busy,"wildlife,entertainment",Fort St. George,5
11306,Varanasi,7,low,Relaxed,"art,spiritual",Dashashwamedh Ghat,3
11307,Mumbai,12,medium,Busy,"urban hotspots,history,nature",Chhatrapati Shivaji Terminus,3
11308,Pondicherry,13,high,Luxury,"architecture,history",Paradise Beach,4
11309,Pondicherry,7,low,Romantic,"adventure,beaches",Botanical Garden,4
11310,Andaman,11,medium,Busy,"art,adventure",Havelock Island,3
11311,Bangalore,6,low,Romantic,shopping,Bangalore Palace,5
11312,Udaipur,10,medium,Foodie,"spiritual,nature,temples",Saheliyon ki Bari,5
11313,Kolkata,6,medium,Foodie,"architecture,history,beaches",Indian Museum,4
11314,Hampi,4,medium,Aesthetic,"entertainment,adventure",Virupaksha Temple,3
11315,Darjeeling,12,high,Luxury,"shopping,beaches",Tiger Hill,5
11316,Delhi,3,high,Foodie,"beaches,wildlife",Humayun's Tomb,4
11317,Jaisalmer,12,medium,Foodie,"beaches,architecture,food",Gadisar Lake,4
11318,Pondicherry,12,high,Romantic,"entertainment,urban hotspots,architecture",Promenade Beach,4
11319,Shimla,4,high,Aesthetic,"beaches,wildlife,spiritual",Kufri,5
11320,Hampi,8,high,Luxury,"spiritual,art,history",Lotus Mahal,5
11321,Goa,5,medium,Busy,"beaches,nature,shopping",Dudhsagar Falls,3
11322,Agra,6,low,Aesthetic,"food,urban hotspots",Itmad-ud-Daulah,3
11323,Jaisalmer,2,medium,Romantic,beaches,Sam Sand Dunes,5
11324,Darjeeling,14,low,Aesthetic,"adventure,nature,temples",Tiger Hill,3
11325,Chennai,13,medium,Cultural,"temples,entertainment,beaches",San Thome Basilica,4
11326,Kolkata,14,low,Foodie,"nature,spiritual",Indian Museum,5
11327,Kerala,11,medium,Luxury,"spiritual,art,urban hotspots",Kovalam Beach,3
11328,Guwahati,3,medium,Foodie,"beaches,wildlife",Saraighat Bridge,4
11329,Kolkata,12,low,Foodie,spiritual,Indian Museum,5
11330,Mumbai,9,medium,Aesthetic,shopping,Chhatrapati Shivaji Terminus,4
11331,Pondicherry,5,high,Relaxed,"wildlife,spiritual,adventure",Paradise Beach,3
11332,Kolkata,6,medium,Romantic,"beaches,temples",Indian Museum,3
11333,Pondicherry,2,low,Relaxed,adventure,Paradise Beach,3
11334,Darjeeling,8,high,Romantic,"spiritual,wildlife",Darjeeling Himalayan Railway,3
11335,Mysore,12,low,Aesthetic,art,Brindavan Gardens,3
11336,Coorg,10,low,Aesthetic,"temples,spiritual,history",Abbey Falls,3
11337,Mysore,4,low,Busy,adventure,St. Philomena's Church,3
11338,Manali,6,medium,Adventure,"adventure,shopping",Solang Valley,5
11339,Chennai,11,medium,Aesthetic,beaches,Guindy National Park,5
11340,Pondicherry,9,low,Relaxed,"spiritual,temples,beaches",Promenade Beach,4
11341,Sikkim,12,high,Relaxed,"art,shopping",MG Marg,5
11342,Agra,6,medium,Cultural,"art,wildlife,architecture",Agra Fort,4
11343,Shimla,8,medium,Cultural,"art,wildlife",Christ Church,5
11344,Chennai,8,high,Busy,"urban hotspots,beaches",Guindy National Park,3
11345,Hyderabad,3,low,Luxury,"shopping,food,urban hotspots",Salar Jung Museum,3
11346,Goa,11,low,Adventure,"history,architecture",Anjuna Beach,3
11347,Manali,6,medium,Luxury,wildlife,Rohtang Pass,5
11348,Rishikesh,9,medium,Cultural,history,Laxman Jhula,5
11349,Coorg,13,high,Foodie,"temples,nature",Dubare Elephant Camp,4
11350,Jaipur,10,high,Foodie,"food,temples",Amber Fort,3
11351,Mumbai,2,high,Busy,"wildlife,entertainment,architecture",Marine Drive,3
11352,Pondicherry,13,low,Cultural,"history,wildlife",Aurobindo Ashram,5
11353,Varanasi,7,low,Relaxed,"nature,urban hotspots,shopping",Manikarnika Ghat,3
11354,Rishikesh,2,high,Relaxed,"beaches,spiritual",Beatles Ashram,5
11355,Jaipur,12,high,Aesthetic,wildlife,Amber Fort,5
11356,Agra,2,low,Aesthetic,"wildlife,adventure",Fatehpur Sikri,4
11357,Goa,10,low,Relaxed,"temples,entertainment",Baga Beach,3
11358,Jaisalmer,11,low,Luxury,"urban hotspots,wildlife,history",Patwon Ki Haveli,3
11359,Agra,8,low,Busy,"beaches,architecture",Itmad-ud-Daulah,4
11360,Mysore,3,high,Foodie,"urban hotspots,architecture,nature",Mysore Palace,4
11361,Sikkim,4,medium,Adventure,"nature,food,temples",Enchey Monastery,3
11362,Darjeeling,13,low,Relaxed,temples,Botanical Garden,3
11363,Bangalore,12,medium,Busy,food,Bangalore Palace,3
11364,Manali,3,medium,Relaxed,"history,beaches,shopping",Old Manali,3
11365,Mysore,8,medium,Aesthetic,"food,entertainment",Rail Museum,3
11366,Bodhgaya,7,low,Foodie,beaches,Bodhi Tree,5
11367,Kolkata,10,low,Romantic,"wildlife,entertainment,art",St. Paul's Cathedral,3
11368,Kerala,7,high,Busy,"adventure,architecture",Kovalam Beach,4
11369,Varanasi,5,medium,Cultural,"nature,food,temples",Dashashwamedh Ghat,4
11370,Pondicherry,4,medium,Aesthetic,"beaches,entertainment",Aurobindo Ashram,3
11371,Rishikesh,4,medium,Adventure,spiritual,Ram Jhula,4
11372,Varanasi,12,high,Luxury,"urban hotspots,shopping",Manikarnika Ghat,4
11373,Kolkata,12,medium,Romantic,"shopping,food",St. Paul's Cathedral,5
11374,Varanasi,6,medium,Luxury,"architecture,beaches",Manikarnika Ghat,4
11375,Darjeeling,12,medium,Romantic,"architecture,shopping,art",Tiger Hill,3
11376,Darjeeling,6,medium,Busy,"shopping,urban hotspots",Peace Pagoda,4
11377,Bodhgaya,2,high,Luxury,nature,Thai Monastery,5
11378,Hampi,7,medium,Luxury,"beaches,temples,art",Vijaya Vittala Temple,3
11379,Kolkata,11,medium,Relaxed,"temples,shopping,spiritual",Indian Museum,3
11380,Chennai,8,high,Adventure,spiritual,Guindy National Park,3
11381,Sikkim,11,high,Romantic,"architecture,adventure,temples",Enchey Monastery,5
11382,Kolkata,12,low,Foodie,"architecture,adventure,food",Indian Museum,5
11383,Jaipur,10,medium,Luxury,"food,architecture,shopping",Amber Fort,5
11384,Mumbai,4,high,Foodie,entertainment,Marine Drive,5
11385,Coorg,11,low,Busy,"spiritual,temples,adventure",Raja's Seat,3
11386,Jaipur,4,medium,Adventure,"spiritual,architecture,art",Nahargarh Fort,4
11387,Shimla,9,high,Adventure,"food,beaches,entertainment",Mall Road,3
11388,Chennai,10,high,Adventure,"nature,entertainment,shopping",Guindy National Park,4
11389,Bangalore,9,low,Romantic,art,ISKCON Temple,4
11390,Kolkata,3,low,Foodie,"history,urban hotspots",Dakshineswar Kali Temple,3
11391,Shimla,11,high,Busy,"urban hotspots,architecture,entertainment",Mall Road,5
11392,Bangalore,9,medium,Aesthetic,"beaches,shopping",Lalbagh Botanical Garden,5
11393,Darjeeling,7,low,Cultural,"spiritual,food,temples",Botanical Garden,4
11394,Chennai,13,medium,Cultural,"nature,food,beaches",San Thome Basilica,3
11395,Amritsar,8,medium,Romantic,food,Golden Temple,3
11396,Agra,11,medium,Luxury,"nature,wildlife",Mehtab Bagh,5
11397,Coorg,13,low,Cultural,"history,architecture",Dubare Elephant Camp,4
11398,Mysore,8,medium,Cultural,"temples,wildlife,beaches",St. Philomena's Church,4
11399,Delhi,9,high,Luxury,"beaches,adventure,wildlife",Humayun's Tomb,4
11400,Kolkata,5,low,Aesthetic,art,St. Paul's Cathedral,3
11401,Pushkar,4,high,Aesthetic,nature,Brahma Temple,4
11402,Hampi,14,medium,Romantic,"history,urban hotspots,wildlife",Vijaya Vittala Temple,4
11403,Amritsar,13,low,Romantic,adventure,Jallianwala Bagh,5
11404,Sikkim,9,high,Adventure,"adventure,entertainment",Tsongmo Lake,5
11405,Hampi,8,high,Relaxed,food,Hampi Bazaar,4
11406,Goa,7,high,Foodie,shopping,Fort Aguada,5
11407,Guwahati,3,medium,Romantic,"architecture,urban hotspots",Kamakhya Temple,3
11408,Andaman,3,medium,Cultural,"nature,architecture",Havelock Island,3
11409,Rishikesh,9,low,Foodie,"urban hotspots,adventure",Ram Jhula,3
11410,Varanasi,6,low,Cultural,"food,architecture",Kashi Vishwanath Temple,4
11411,Jaipur,6,high,Foodie,beaches,City Palace,4
11412,Coorg,7,medium,Romantic,"food,adventure,beaches",Nisargadhama,5
11413,Manali,12,low,Aesthetic,"entertainment,shopping,wildlife",Old Manali,5
11414,Udaipur,5,low,Busy,urban hotspots,City Palace,4
11415,Hyderabad,11,low,Relaxed,"history,entertainment",Birla Mandir,3
11416,Hampi,3,high,Foodie,nature,Virupaksha Temple,4
11417,Pushkar,8,high,Adventure,"beaches,adventure",Brahma Temple,4
11418,Andaman,10,low,Adventure,"urban hotspots,adventure",Cellular Jail,3
11419,Andaman,3,medium,Romantic,art,Ross Island,5
11420,Andaman,11,medium,Luxury,"art,entertainment,beaches",Cellular Jail,4
11421,Rishikesh,10,medium,Romantic,history,Neelkanth Mahadev Temple,4
11422,Andaman,2,high,Adventure,entertainment,Baratang Island,3
11423,Mumbai,2,high,Relaxed,wildlife,Siddhivinayak Temple,5
11424,Darjeeling,9,high,Aesthetic,"temples,architecture,entertainment",Tiger Hill,3
11425,Hampi,6,medium,Cultural,"architecture,entertainment,history",Lotus Mahal,5
11426,Amritsar,9,high,Cultural,"food,history",Golden Temple,5
11427,Agra,7,low,Luxury,"adventure,spiritual",Itmad-ud-Daulah,5
11428,Leh,9,low,Luxury,"nature,wildlife",Shanti Stupa,3
11429,Jaipur,14,high,Romantic,"history,entertainment",Hawa Mahal,3
11430,Kerala,10,low,Foodie,"entertainment,history",Alleppey Backwaters,5
11431,Guwahati,3,high,Luxury,nature,Kamakhya Temple,4
11432,Rishikesh,14,low,Aesthetic,wildlife,Beatles Ashram,5
11433,Agra,3,high,Relaxed,"temples,entertainment",Mehtab Bagh,4
11434,Darjeeling,14,low,Cultural,"shopping,adventure,urban hotspots",Tiger Hill,5
11435,Amritsar,6,high,Luxury,temples,Wagah Border,5
11436,Goa,9,low,Luxury,"wildlife,food,architecture",Calangute Beach,4
11437,Kerala,3,medium,Luxury,"spiritual,history,nature",Munnar,5
11438,Andaman,10,low,Romantic,architecture,Ross Island,4
11439,Shimla,3,low,Cultural,food,Mall Road,4
11440,Kerala,13,low,Aesthetic,"spiritual,urban hotspots,beaches",Athirappilly Falls,3
11441,Varanasi,8,medium,Romantic,"temples,art,nature",Sarnath,5
11442,Jaisalmer,5,low,Luxury,"nature,adventure,shopping",Gadisar Lake,4
11443,Kerala,2,high,Cultural,"nature,urban hotspots,food",Athirappilly Falls,5
11444,Bangalore,2,high,Adventure,"architecture,art,beaches",Cubbon Park,5
11445,Udaipur,5,high,Aesthetic,"adventure,spiritual,beaches",Lake Pichola,5
11446,Shimla,13,medium,Romantic,"adventure,shopping,spiritual",The Ridge,5
11447,Jaipur,13,medium,Aesthetic,"shopping,food,adventure",Hawa Mahal,5
11448,Hyderabad,7,high,Relaxed,"spiritual,entertainment,beaches",Charminar,4
11449,Leh,2,medium,Adventure,"history,beaches,art",Leh Palace,3
11450,Pushkar,9,low,Relaxed,architecture,Savitri Temple,3
11451,Hampi,10,high,Aesthetic,urban hotspots,Matanga Hill,5
11452,Darjeeling,13,low,Luxury,nature,Batasia Loop,4
11453,Hampi,3,high,Cultural,"beaches,wildlife",Hampi Bazaar,5
11454,Kerala,12,medium,Luxury,shopping,Kovalam Beach,3
11455,Kerala,2,medium,Aesthetic,temples,Wayanad,4
11456,Andaman,7,low,Relaxed,"spiritual,food",Radhanagar Beach,5
11457,Agra,2,low,Aesthetic,"history,urban hotspots,wildlife",Fatehpur Sikri,5
11458,Rishikesh,7,low,Romantic,"urban hotspots,wildlife",Neelkanth Mahadev Temple,4
11459,Mysore,5,medium,Romantic,"beaches,architecture,wildlife",Mysore Palace,4
11460,Coorg,2,medium,Relaxed,beaches,Madikeri Fort,4
11461,Varanasi,7,high,Foodie,nature,Sarnath,3
11462,Chennai,12,medium,Relaxed,nature,San Thome Basilica,4
11463,Delhi,2,medium,Cultural,"temples,nature,architecture",Red Fort,5
11464,Delhi,12,medium,Relaxed,architecture,Humayun's Tomb,3
11465,Jaipur,9,medium,Adventure,"history,beaches,nature",Hawa Mahal,5
11466,Kolkata,9,low,Foodie,"wildlife,history",Howrah Bridge,4
11467,Jaisalmer,7,low,Luxury,"temples,adventure,urban hotspots",Sam Sand Dunes,5
11468,Mysore,9,low,Romantic,"beaches,spiritual,adventure",Mysore Palace,3
11469,Bangalore,8,high,Cultural,"beaches,history,urban hotspots",Bangalore Palace,3
11470,Shimla,9,low,Luxury,history,Jakhoo Temple,4
11471,Delhi,9,medium,Busy,"beaches,spiritual,urban hotspots",India Gate,5
11472,Kolkata,9,medium,Relaxed,"adventure,spiritual,beaches",Victoria Memorial,5
11473,Delhi,6,high,Luxury,shopping,Humayun's Tomb,4
11474,Coorg,12,high,Busy,"spiritual,food",Nisargadhama,4
11475,Leh,3,medium,Cultural,temples,Magnetic Hill,4
11476,Chennai,4,low,Busy,"nature,temples",Fort St. George,3
11477,Agra,10,low,Cultural,"entertainment,spiritual,adventure",Itmad-ud-Daulah,5
11478,Kolkata,14,high,Foodie,architecture,Victoria Memorial,5
11479,Leh,10,low,Busy,shopping,Pangong Lake,4
11480,Delhi,11,low,Foodie,"beaches,art,spiritual",Qutub Minar,5
11481,Varanasi,8,medium,Foodie,adventure,Manikarnika Ghat,3
11482,Darjeeling,7,medium,Aesthetic,"urban hotspots,beaches",Peace Pagoda,3
11483,Bodhgaya,14,low,Foodie,history,Great Buddha Statue,3
11484,Manali,11,high,Relaxed,"urban hotspots,adventure",Rohtang Pass,4
11485,Manali,14,high,Busy,"art,architecture",Rohtang Pass,4
11486,Rishikesh,6,medium,Relaxed,history,Laxman Jhula,3
11487,Amritsar,14,medium,Relaxed,"beaches,architecture",Wagah Border,3
11488,Rishikesh,5,high,Aesthetic,"shopping,spiritual",Laxman Jhula,3
11489,Chennai,12,high,Aesthetic,art,Guindy National Park,5
11490,Rishikesh,10,high,Aesthetic,"beaches,nature,art",Ram Jhula,3
11491,Shimla,13,medium,Aesthetic,"food,shopping",The Ridge,5
11492,Goa,10,low,Relaxed,"architecture,nature",Fort Aguada,3
11493,Leh,2,low,Foodie,"art,entertainment,history",Nubra Valley,3
11494,Pushkar,8,medium,Adventure,"spiritual,temples",Pushkar Camel Fair,5
11495,Guwahati,13,high,Luxury,nature,Pobitora Wildlife Sanctuary,4
11496,Rishikesh,12,high,Luxury,nature,Beatles Ashram,4
11497,Hyderabad,13,low,Aesthetic,"history,entertainment",Charminar,5
11498,Rishikesh,11,medium,Adventure,shopping,Neelkanth Mahadev Temple,5
11499,Amritsar,10,medium,Relaxed,wildlife,Wagah Border,5
11500,Jaisalmer,5,medium,Aesthetic,"beaches,food,urban hotspots",Sam Sand Dunes,3
11501,Guwahati,7,high,Luxury,"spiritual,food",Kamakhya Temple,5
11502,Sikkim,2,low,Relaxed,"wildlife,history,food",Rumtek Monastery,3
